Developer,Units Available,Price,Maintenance Charges,Project Name,Carpet Area,Parking,City,Property,BHK,Price per Sqft
,,5000000.0,,Matru Chaya,400.0,No,Mumbai,1 BHK,1,12500.0
,,25500000.0,,,548.0,Yes,Mumbai,2 BHK,2,46532.846715328466
B. R. International,,68000000.0,,Park Mist,1413.0,No,Mumbai,3 BHK,3,48124.557678697805
Sugee Developers,1.0,49000000.0,,Akansha,944.0,No,Mumbai,3 BHK,3,51906.779661016946
Kohinoor Square,,85000000.0,,Kohinoor Altissimo,1440.0,No,Mumbai,3 BHK,3,59027.77777777778
,1.0,36900000.0,5000.0,,500.0,Yes,Mumbai,2 BHK,2,73800.0
,0.0,21000000.0,10000.0,,425.0,Yes,Mumbai,1 BHK,1,49411.76470588235
,1.0,180000000.0,0.0,Suraj Palette,2932.0,Yes,Mumbai,6 BHK,6,61391.54160982265
Kohinoor Square,8.0,80000000.0,11.0,Kohinoor Altissimo,1911.0,Yes,Mumbai,4 BHK,4,41862.899005756146
,4.0,45000000.0,10.0,Suraj Palette,905.0,Yes,Mumbai,2 BHK,2,49723.756906077346
,1.0,25000000.0,,,740.0,Yes,Mumbai,2 BHK,2,33783.78378378379
,,23000000.0,,,452.0,No,Mumbai,1 BHK,1,50884.95575221239
Kohinoor Square,,70000000.0,,Kohinoor Altissimo,1500.0,No,Mumbai,3 BHK,3,46666.666666666664
,,14000000.0,,Mukta Sadan,410.0,No,Mumbai,1 BHK,1,34146.34146341463
,1.0,69500000.0,,Sukrut Apartment,1131.0,Yes,Mumbai,3 BHK,3,61450.0442086649
,1.0,150000000.0,,,1870.0,Yes,Mumbai,4 BHK,4,80213.9037433155
,,42510000.0,,,1071.0,No,Mumbai,3 BHK,3,39691.87675070028
Cooperative Group Housing Society,,45500000.0,,Gulmohar CHS,800.0,No,Mumbai,3 BHK,3,56875.0
,,24000000.0,,,475.0,No,Mumbai,1 BHK,1,50526.31578947369
,,26000000.0,,,750.0,Yes,Mumbai,2 BHK,2,34666.666666666664
,,6000000.0,,,180.0,No,Mumbai,1 BHK,1,33333.333333333336
,1.0,8500000.0,500.0,,225.0,No,Mumbai,1 BHK,1,37777.77777777778
Suraj Developers,10.0,89900000.0,8.0,The Palette,1466.0,Yes,Mumbai,3 BHK,3,61323.32878581173
,1.0,27000000.0,0.0,,570.0,Yes,Mumbai,2 BHK,2,47368.42105263158
Suraj Developers,35.0,95000000.0,35000.0,The Palette,1466.0,Yes,Mumbai,3 BHK,3,64802.18281036835
Atharva Builder,,11000000.0,1800.0,Ganesh Peth Apartment,240.0,No,Mumbai,1 BHK,1,45833.333333333336
,,24500000.0,6000.0,,410.0,No,Mumbai,1 BHK,1,59756.09756097561
,1.0,33000000.0,,Nirmala building,762.0,Yes,Mumbai,2 BHK,2,43307.086614173226
,,20000070.0,,,615.0,No,Mumbai,2 BHK,2,32520.439024390245
,,31000000.0,4000.0,Manik Apartment,700.0,Yes,Mumbai,2 BHK,2,44285.71428571428
,,12000000.0,,,330.0,No,Mumbai,1 BHK,1,36363.63636363636
The Baya Company,0.0,33000000.0,7500.0,The Baya Park,740.0,No,Mumbai,2 BHK,2,44594.59459459459
,3.0,79794000.0,43000.0,Suraj Palette,1466.0,Yes,Mumbai,3 BHK,3,54429.740791268756
,1.0,50000000.0,,,1380.0,No,Mumbai,3 BHK,3,36231.884057971016
,,34500000.0,,,730.0,No,Mumbai,2 BHK,2,47260.27397260274
,,38500000.0,,,750.0,No,Mumbai,2 BHK,2,51333.333333333336
,,36500000.0,,,700.0,No,Mumbai,2 BHK,2,52142.857142857145
,,37000000.0,,,720.0,No,Mumbai,2 BHK,2,51388.88888888889
,0.0,16500000.0,,SV Om Heights,400.0,No,Mumbai,1 BHK,1,41250.0
Inder Group,,60000000.0,11274.0,Inder Tower,1150.0,Yes,Mumbai,3 BHK,3,52173.913043478264
,25.0,33000000.0,15.0,Suraj Palette,620.0,Yes,Mumbai,2 BHK,2,53225.8064516129
,1.0,54000000.0,,,1380.0,No,Mumbai,3 BHK,3,39130.434782608696
,1.0,31200000.0,3600.0,,584.0,Yes,Mumbai,2 BHK,2,53424.65753424657
,,45000000.0,10000.0,,710.0,Yes,Mumbai,2 BHK,2,63380.281690140844
Cooperative Group Housing Society,,36000000.0,,White Lily CHS,756.0,No,Mumbai,2 BHK,2,47619.04761904762
Vidhata Enterprises,,40000000.0,8000.0,Guruprabhat Tower,735.0,Yes,Mumbai,2 BHK,2,54421.768707482996
,1.0,26000000.0,,Sanskar Niwas Apartment,450.0,Yes,Mumbai,1 BHK,1,57777.77777777778
,1.0,37000000.0,8000.0,Gyan Sagar,550.0,Yes,Mumbai,2 BHK,2,67272.72727272728
,1.0,37500000.0,,Sagar Mandir Apartment,540.0,No,Mumbai,3 BHK,3,69444.44444444444
,,27500000.0,,,670.0,No,Mumbai,2 BHK,2,41044.77611940299
,,40000005.0,,,800.0,No,Mumbai,2 BHK,2,50000.00625
Ravi Group,,31000000.0,,Anil Apartment,800.0,Yes,Mumbai,2 BHK,2,38750.0
,,22500000.0,0.0,,500.0,No,Mumbai,1 BHK,1,45000.0
,,27000000.0,900.0,,750.0,Yes,Mumbai,2 BHK,2,36000.0
,,26500000.0,,,630.0,Yes,Mumbai,2 BHK,2,42063.49206349206
,1.0,37500000.0,,,675.0,Yes,Mumbai,2 BHK,2,55555.555555555555
,0.0,21000000.0,,,465.0,No,Mumbai,1 BHK,1,45161.290322580644
,,45000000.0,,,700.0,No,Mumbai,2 BHK,2,64285.71428571428
,,37500000.0,,,670.0,No,Mumbai,2 BHK,2,55970.149253731346
Suvidha Projects,,102500000.0,,Suvidha Emerald,2150.0,No,Mumbai,4 BHK,4,47674.41860465116
,10.0,34000000.0,9000.0,,700.0,Yes,Mumbai,2 BHK,2,48571.42857142857
Omkar Realtors and Developers Pvt. Ltd.,1.0,63000000.0,6000.0,Omkar Woodside,1366.0,Yes,Mumbai,3 BHK,3,46120.05856515373
,,97500000.0,,,1860.0,No,Mumbai,4 BHK,4,52419.354838709674
Suraj Developers,18.0,58400000.0,20000.0,The Palette,1106.0,Yes,Mumbai,3 BHK,3,52802.893309222425
,10.0,53500000.0,45000.0,Akanksha,1029.0,Yes,Mumbai,3 BHK,3,51992.22546161322
VVA Vision Realtors,0.0,55000000.0,10000.0,Parijat,1086.0,Yes,Mumbai,3 BHK,3,50644.56721915286
Kohinoor Square,0.0,95800000.0,,Kohinoor Altissimo,1895.0,Yes,Mumbai,4 BHK,4,50554.089709762535
,4.0,78000000.0,7.0,Suraj Palette,1466.0,Yes,Mumbai,3 BHK,3,53206.00272851296
NDW Group,,45000000.0,14.0,NDW Vipin Residency,1071.0,Yes,Mumbai,2 BHK,2,42016.80672268908
,11.0,55000000.0,10.0,Suraj Palette,1106.0,Yes,Mumbai,3 BHK,3,49728.75226039783
,4.0,101600000.0,41690.0,,1895.0,Yes,Mumbai,4 BHK,4,53614.77572559367
Suraj Developers,0.0,50300000.0,10000.0,The Palette,905.0,Yes,Mumbai,3 BHK,3,55580.11049723757
Sugee Realty & Developers (India) Pvt. Ltd.,2.0,38500000.0,5000.0,Laxmi Niwas,730.0,Yes,Mumbai,2 BHK,2,52739.72602739726
,0.0,69500000.0,10.0,,1231.0,Yes,Mumbai,3 BHK,3,56458.16409423233
Suraj Developers,1.0,90500000.0,18000.0,The Palette,1466.0,Yes,Mumbai,3 BHK,3,61732.605729877214
,2.0,35000000.0,5.0,,737.0,Yes,Mumbai,2 BHK,2,47489.823609226594
,,16000000.0,,,410.0,No,Mumbai,1 BHK,1,39024.39024390244
Suraj Developers,3.0,77400000.0,30000.0,The Palette,1466.0,Yes,Mumbai,3 BHK,3,52796.72578444747
,,135000000.0,,,1870.0,No,Mumbai,4 BHK,4,72192.51336898396
,,32500000.0,,,760.0,No,Mumbai,2 BHK,2,42763.15789473684
,,24500000.0,,,500.0,No,Mumbai,1 BHK,1,49000.0
Kohinoor Square,0.0,86000000.0,30000.0,Kohinoor Altissimo,1949.0,Yes,Mumbai,3 BHK,3,44125.192406362235
,1.0,55000000.0,18000.0,,1175.0,Yes,Mumbai,3 BHK,3,46808.51063829787
Kohinoor Square,0.0,86000000.0,,Kohinoor Altissimo,1509.0,Yes,Mumbai,3 BHK,3,56991.38502319417
,1.0,17700000.0,17680000.0,,442.0,Yes,Mumbai,1 BHK,1,40045.24886877828
,,120000000.0,,,1601.0,No,Mumbai,4 BHK,4,74953.1542785759
,10.0,45000000.0,10000.0,Sukrut Apartment,772.0,Yes,Mumbai,2 BHK,2,58290.155440414506
,3.0,49000000.0,25.0,Suraj Palette,905.0,Yes,Mumbai,3 BHK,3,54143.64640883978
,10.0,47048000.0,,Sukrut Apartment,772.0,Yes,Mumbai,2 BHK,2,60943.00518134715
,4.0,19900000.0,5000.0,,420.0,Yes,Mumbai,1 BHK,1,47380.95238095238
Suraj Estate Developer,,20600000.0,,Suraj Emmanuel,445.0,No,Mumbai,1 BHK,1,46292.13483146067
,,51500000.0,10860.0,Suraj Palette,905.0,Yes,Mumbai,3 BHK,3,56906.0773480663
Suraj Developers,1.0,45000000.0,15.0,The Palette,905.0,Yes,Mumbai,2 BHK,2,49723.756906077346
Omkar Realtors and Developers Pvt. Ltd.,0.0,42500000.0,5000.0,Omkar Woodside,925.0,Yes,Mumbai,3 BHK,3,45945.94594594595
Suraj Developers,1.0,16500000.0,11.0,Ave Maria,439.0,Yes,Mumbai,1 BHK,1,37585.42141230068
Sugee Realty & Developers (India) Pvt. Ltd.,10.0,43000000.0,7500.0,Laxmi Niwas,730.0,Yes,Mumbai,2 BHK,2,58904.109589041094
B. R. International,3.0,47700000.0,9000.0,Park Mist,930.0,Yes,Mumbai,3 BHK,3,51290.32258064516
,3.0,80000000.0,25.0,Suraj Palette,1466.0,Yes,Mumbai,3 BHK,3,54570.259208731244
,10.0,47200000.0,7700.0,Sukrut Apartment,770.0,Yes,Mumbai,2 BHK,2,61298.7012987013
Kohinoor Square,1.0,75000000.0,25000.0,Kohinoor Altissimo,2550.0,No,Mumbai,4 BHK,4,29411.764705882353
,,65000000.0,10000.0,,1420.0,No,Mumbai,4 BHK,4,45774.64788732395
Omkar Realtors and Developers Pvt. Ltd.,,61500000.0,10000.0,Omkar Woodside,1100.0,No,Mumbai,3 BHK,3,55909.09090909091
Suvidha Projects,,105000000.0,4.0,Suvidha Emerald,2100.0,Yes,Mumbai,4 BHK,4,50000.0
,,47500000.0,6000.0,,950.0,Yes,Mumbai,3 BHK,3,50000.0
,5.0,24400000.0,2500.0,Mhatre Mansion,510.0,Yes,Mumbai,2 BHK,2,47843.13725490196
Suraj Developers,4.0,43000000.0,11.0,The Palette,905.0,Yes,Mumbai,2 BHK,2,47513.812154696134
,,22100000.0,,,521.0,No,Mumbai,1 BHK,1,42418.42610364683
,0.0,41000000.0,8000.0,,1200.0,Yes,Mumbai,2 BHK,2,34166.666666666664
,,28000000.0,30000.0,,680.0,Yes,Mumbai,2 BHK,2,41176.470588235294
,30.0,52600000.0,0.0,,1315.0,Yes,Mumbai,3 BHK,3,40000.0
,34.0,17600000.0,0.0,,440.0,Yes,Mumbai,1 BHK,1,40000.0
,0.0,60000000.0,12000.0,Suraj Mon Desire,1200.0,Yes,Mumbai,3 BHK,3,50000.0
The Baya Company,,33000000.0,,The Baya Park,800.0,No,Mumbai,2 BHK,2,41250.0
,0.0,18400000.0,5000.0,,326.0,Yes,Mumbai,1 BHK,1,56441.71779141104
,0.0,47700000.0,18000.0,Suraj Palette,905.0,Yes,Mumbai,2 BHK,2,52707.18232044199
Kohinoor Square,,80000000.0,30000.0,Kohinoor Altissimo,1533.0,Yes,Mumbai,3 BHK,3,52185.25766470972
Kohinoor Square,,84900000.0,32000.0,Kohinoor Altissimo,2110.0,Yes,Mumbai,4 BHK,4,40236.96682464455
Kohinoor Square,0.0,83000000.0,40000.0,Kohinoor Altissimo,1509.0,Yes,Mumbai,3 BHK,3,55003.31345261763
,11.0,47700000.0,15.0,Suraj Palette,905.0,Yes,Mumbai,2 BHK,2,52707.18232044199
,12.0,26200000.0,10.0,Suraj Park View,549.0,Yes,Mumbai,2 BHK,2,47723.13296903461
,0.0,85000000.0,21500.0,Suraj Palette,1466.0,Yes,Mumbai,3 BHK,3,57980.90040927695
,1.0,69000000.0,1.0,,1500.0,Yes,Mumbai,3 BHK,3,46000.0
Sugee Realty & Developers (India) Pvt. Ltd.,10.0,43000000.0,7500.0,Laxmi Niwas,730.0,Yes,Mumbai,2 BHK,2,58904.109589041094
,,20000000.0,10.0,,450.0,No,Mumbai,1 BHK,1,44444.444444444445
Karwa Developers,3.0,59900000.0,0.0,Royal Tusk,1650.0,Yes,Mumbai,3 BHK,3,36303.030303030304
,20.0,40000000.0,,Suraj Palette,905.0,Yes,Mumbai,2 BHK,2,44198.89502762431
,,26100000.0,,Suraj Park View,549.0,No,Mumbai,2 BHK,2,47540.983606557376
,9.0,66300000.0,12.0,Suraj Palette,1105.0,Yes,Mumbai,3 BHK,3,60000.0
Omkar Realtors and Developers Pvt. Ltd.,0.0,62500000.0,10000.0,Omkar Woodside,1400.0,Yes,Mumbai,3 BHK,3,44642.857142857145
Avishkar Developers & Builders,0.0,85000000.0,16000.0,Avishkar Empress,1858.0,Yes,Mumbai,3 BHK,3,45748.1162540366
,,47700000.0,,Suraj Palette,905.0,No,Mumbai,2 BHK,2,52707.18232044199
,2.0,16700000.0,3000.0,Suraj Park View,370.0,Yes,Mumbai,1 BHK,1,45135.13513513513
,0.0,22500000.0,4000.0,,489.0,Yes,Mumbai,1 BHK,1,46012.26993865031
,,78600000.0,20.0,Suraj Palette,1466.0,Yes,Mumbai,3 BHK,3,53615.27967257844
,4.0,35000000.0,,,750.0,Yes,Mumbai,2 BHK,2,46666.666666666664
,,55000000.0,,,1300.0,Yes,Mumbai,3 BHK,3,42307.692307692305
,0.0,90000000.0,15000.0,,1600.0,Yes,Mumbai,3 BHK,3,56250.0
,0.0,16500000.0,,,430.0,Yes,Mumbai,1 BHK,1,38372.09302325582
,,120000000.0,10000.0,,2000.0,Yes,Mumbai,3 BHK,3,60000.0
,0.0,45000000.0,,,1200.0,Yes,Mumbai,4 BHK,4,37500.0
,2.0,57500000.0,,,1150.0,Yes,Mumbai,3 BHK,3,50000.0
,4.0,61900000.0,8000.0,,930.0,Yes,Mumbai,2 BHK,2,66559.13978494624
Disha Construction,1.0,131000000.0,,Disha Sat Anupa CHS,2200.0,Yes,Mumbai,5 BHK,5,59545.454545454544
,0.0,55000000.0,3500.0,,1276.0,Yes,Mumbai,4 BHK,4,43103.44827586207
,2.0,120000000.0,25000.0,,2300.0,Yes,Mumbai,6 BHK,6,52173.913043478264
,5.0,100000000.0,0.0,,2500.0,Yes,Mumbai,4 BHK,4,40000.0
,,20000000.0,9500.0,,630.0,Yes,Mumbai,2 BHK,2,31746.031746031746
,,55000000.0,,,1300.0,No,Mumbai,3 BHK,3,42307.692307692305
,0.0,73000000.0,12000.0,,1866.0,Yes,Mumbai,4 BHK,4,39121.11468381565
,3.0,50000000.0,,,1050.0,Yes,Mumbai,3 BHK,3,47619.04761904762
,,92500000.0,,,1774.0,Yes,Mumbai,3 BHK,3,52142.05186020293
,,16000000.0,0.0,,440.0,No,Mumbai,1 BHK,1,36363.63636363636
,0.0,35000000.0,10000.0,,760.0,Yes,Mumbai,2 BHK,2,46052.63157894737
JPV Realty,11.0,41100000.0,12000.0,Pratap Elegance,937.0,Yes,Mumbai,3 BHK,3,43863.393810032016
,0.0,35000000.0,10000.0,,760.0,Yes,Mumbai,2 BHK,2,46052.63157894737
,0.0,56500000.0,,,1100.0,Yes,Mumbai,3 BHK,3,51363.63636363636
,,175000000.0,10000.0,,2750.0,No,Mumbai,4 BHK,4,63636.36363636364
,0.0,90000000.0,,,2000.0,Yes,Mumbai,4 BHK,4,45000.0
,0.0,23000000.0,,,700.0,Yes,Mumbai,2 BHK,2,32857.142857142855
,4.0,82500000.0,12000.0,,1240.0,Yes,Mumbai,3 BHK,3,66532.25806451614
Disha Construction,2.0,129500000.0,,Disha Sat Anupa CHS,2165.0,Yes,Mumbai,4 BHK,4,59815.24249422633
,1.0,130900000.0,12000.0,,1281.0,Yes,Mumbai,3 BHK,3,102185.79234972678
,2.0,85000000.0,20000.0,,1750.0,Yes,Mumbai,4 BHK,4,48571.42857142857
,0.0,73000000.0,12000.0,,1866.0,Yes,Mumbai,4 BHK,4,39121.11468381565
,3.0,50000000.0,,,1050.0,Yes,Mumbai,3 BHK,3,47619.04761904762
,,92500000.0,,,1774.0,Yes,Mumbai,3 BHK,3,52142.05186020293
,,16000000.0,0.0,,440.0,No,Mumbai,1 BHK,1,36363.63636363636
,0.0,35000000.0,10000.0,,760.0,Yes,Mumbai,2 BHK,2,46052.63157894737
JPV Realty,11.0,41100000.0,12000.0,Pratap Elegance,937.0,Yes,Mumbai,3 BHK,3,43863.393810032016
,0.0,35000000.0,10000.0,,760.0,Yes,Mumbai,2 BHK,2,46052.63157894737
,0.0,56500000.0,,,1100.0,Yes,Mumbai,3 BHK,3,51363.63636363636
,,175000000.0,10000.0,,2750.0,No,Mumbai,4 BHK,4,63636.36363636364
,0.0,90000000.0,,,2000.0,Yes,Mumbai,4 BHK,4,45000.0
,0.0,23000000.0,,,700.0,Yes,Mumbai,2 BHK,2,32857.142857142855
,4.0,82500000.0,12000.0,,1240.0,Yes,Mumbai,3 BHK,3,66532.25806451614
Disha Construction,2.0,129500000.0,,Disha Sat Anupa CHS,2165.0,Yes,Mumbai,4 BHK,4,59815.24249422633
,1.0,130900000.0,12000.0,,1281.0,Yes,Mumbai,3 BHK,3,102185.79234972678
,2.0,85000000.0,20000.0,,1750.0,Yes,Mumbai,4 BHK,4,48571.42857142857
A and O Realty,,13500000.0,,Atharva,630.0,No,Mumbai,2 BHK,2,21428.571428571428
,,6500000.0,,,275.0,No,Mumbai,1 BHK,1,23636.363636363636
MM Corporation,,16500000.0,,Hemu Blossoms Apartment,383.0,Yes,Mumbai,1 BHK,1,43080.93994778068
Kripa Developers,1.0,35000000.0,,Nutan Jeevan Society,740.0,No,Mumbai,2 BHK,2,47297.2972972973
MM Corporation,,35000000.0,,Hemu Blossoms Apartment,920.0,Yes,Mumbai,3 BHK,3,38043.47826086957
,,24000000.0,2248.0,Umesh Kiran Apartment,720.0,No,Mumbai,1 BHK,1,33333.333333333336
,,22100000.0,,,650.0,No,Mumbai,2 BHK,2,34000.0
,1.0,27500000.0,5000.0,,684.0,Yes,Mumbai,2 BHK,2,40204.6783625731
,1.0,39000000.0,7500.0,,870.0,Yes,Mumbai,2 BHK,2,44827.58620689655
,,16000000.0,,,485.0,No,Mumbai,2 BHK,2,32989.69072164949
,5.0,42500000.0,0.0,,938.0,Yes,Mumbai,2 BHK,2,45309.168443496805
,,15000000.0,,,419.0,No,Mumbai,2 BHK,2,35799.522673031024
,,27500000.0,,,650.0,No,Mumbai,2 BHK,2,42307.692307692305
,1.0,57000000.0,,,1095.0,No,Mumbai,3 BHK,3,52054.79452054795
,,8500000.0,,,300.0,No,Mumbai,1 BHK,1,28333.333333333332
,,41000000.0,3500.0,Prime,986.0,Yes,Mumbai,3 BHK,3,41582.15010141988
,,37000000.0,7000.0,,881.0,No,Mumbai,3 BHK,3,41997.72985244041
Cooperative Group Housing Society,,57500000.0,,Hemu Castle CHS,1390.0,No,Mumbai,3 BHK,3,41366.90647482014
,,26700000.0,,,860.0,No,Mumbai,2 BHK,2,31046.511627906977
,0.0,75000000.0,8500.0,,1625.0,Yes,Mumbai,3 BHK,3,46153.846153846156
,1.0,62500000.0,,,1026.0,Yes,Mumbai,3 BHK,3,60916.179337231966
A and O Realty,0.0,46500000.0,3000.0,Atharva,1000.0,Yes,Mumbai,3 BHK,3,46500.0
,,26000000.0,,Priti Paradise,725.0,No,Mumbai,2 BHK,2,35862.06896551724
,0.0,11000000.0,4500.0,,350.0,Yes,Mumbai,1 BHK,1,31428.571428571428
,0.0,29500000.0,5000.0,,725.0,Yes,Mumbai,2 BHK,2,40689.65517241379
Rizvi Builders,0.0,11500000.0,,Irla,303.0,Yes,Mumbai,1 BHK,1,37953.79537953795
,,25000000.0,,,660.0,No,Mumbai,2 BHK,2,37878.78787878788
,0.0,26500000.0,,,683.0,No,Mumbai,2 BHK,2,38799.41434846266
,3.0,55000000.0,,,1045.0,Yes,Mumbai,3 BHK,3,52631.57894736842
,4.0,40000000.0,,,800.0,Yes,Mumbai,3 BHK,3,50000.0
,0.0,27000000.0,2500.0,Shankar Niwas,755.0,Yes,Mumbai,2 BHK,2,35761.58940397351
,,22500000.0,0.0,,500.0,No,Mumbai,1 BHK,1,45000.0
,,180000000.0,0.0,,1900.0,Yes,Mumbai,4 BHK,4,94736.84210526316
,0.0,85000000.0,0.0,,2000.0,Yes,Mumbai,3 BHK,3,42500.0
,0.0,8000000.0,0.0,,250.0,No,Mumbai,1 BHK,1,32000.0
,0.0,36100000.0,4978.0,,1060.0,Yes,Mumbai,2 BHK,2,34056.6037735849
,,55000000.0,0.0,,1400.0,Yes,Mumbai,3 BHK,3,39285.71428571428
,1.0,25000000.0,0.0,,740.0,No,Mumbai,2 BHK,2,33783.78378378379
,,75000000.0,0.0,,1550.0,Yes,Mumbai,4 BHK,4,48387.096774193546
,,100000000.0,10000.0,,1560.0,Yes,Mumbai,4 BHK,4,64102.5641025641
,,29000000.0,,,1000.0,No,Mumbai,3 BHK,3,29000.0
,1.0,55000000.0,4000.0,,840.0,No,Mumbai,2 BHK,2,65476.19047619047
DL Construction,,21500000.0,3600.0,Dhan Laxmi Apartment,520.0,Yes,Mumbai,1 BHK,1,41346.153846153844
,2.0,47500000.0,5000.0,,900.0,Yes,Mumbai,2 BHK,2,52777.77777777778
JPV Realty,3.0,55900000.0,15000.0,Pratap Elegance,1228.0,Yes,Mumbai,4 BHK,4,45521.17263843648
,5.0,18500000.0,,,510.0,Yes,Mumbai,1 BHK,1,36274.509803921566
,0.0,50000000.0,7500.0,,1000.0,Yes,Mumbai,3 BHK,3,50000.0
Disha Construction,2.0,65000000.0,11000.0,Disha Sat Anupa CHS,1137.0,Yes,Mumbai,3 BHK,3,57167.985927880385
,0.0,45000000.0,5000.0,,750.0,Yes,Mumbai,2 BHK,2,60000.0
,0.0,75000000.0,,,1220.0,Yes,Mumbai,3 BHK,3,61475.40983606558
,0.0,82500000.0,15000.0,,1633.0,Yes,Mumbai,5 BHK,5,50520.51439069198
,1.0,18500000.0,6000.0,,471.0,Yes,Mumbai,1 BHK,1,39278.13163481953
JPV Realty,6.0,31200000.0,10000.0,Pratap Elegance,700.0,Yes,Mumbai,2 BHK,2,44571.42857142857
,,55000000.0,10000.0,,1100.0,No,Mumbai,4 BHK,4,50000.0
,0.0,75000000.0,,,1600.0,Yes,Mumbai,4 BHK,4,46875.0
,0.0,22500000.0,,,590.0,Yes,Mumbai,1 BHK,1,38135.59322033898
,5.0,61900000.0,12000.0,,930.0,Yes,Mumbai,2 BHK,2,66559.13978494624
,1.0,18000000.0,,,617.0,No,Mumbai,2 BHK,2,29173.419773095626
,1.0,75000000.0,7000.0,,2000.0,Yes,Mumbai,3 BHK,3,37500.0
,1.0,135000000.0,20000.0,Shreeji Krupa,2675.0,Yes,Mumbai,5 BHK,5,50467.28971962617
,,15000000.0,0.0,Anupam Apartment,471.0,No,Mumbai,1 BHK,1,31847.133757961783
,1.0,42500000.0,10000.0,,1055.0,Yes,Mumbai,3 BHK,3,40284.36018957346
Cooperative Group Housing Society,,14500000.0,5000.0,Pragee CHS,520.0,No,Mumbai,2 BHK,2,27884.615384615383
Disha Construction,1.0,129800000.0,,Disha Sat Anupa CHS,2160.0,Yes,Mumbai,6 BHK,6,60092.59259259259
Disha Construction,2.0,59900000.0,18000.0,Disha Sat Anupa CHS,1052.0,Yes,Mumbai,3 BHK,3,56939.16349809886
,0.0,90000000.0,20000.0,Nisarg Apartment,1900.0,Yes,Mumbai,5 BHK,5,47368.42105263158
,,160000000.0,30000.0,,2800.0,Yes,Mumbai,4 BHK,4,57142.857142857145
,4.0,75000000.0,25000.0,,1138.0,Yes,Mumbai,3 BHK,3,65905.09666080844
Panom Developers LLP,,17400000.0,,Panom Park,512.0,No,Mumbai,2 BHK,2,33984.375
,0.0,8500000.0,10.0,,220.0,No,Mumbai,1 BHK,1,38636.36363636364
Sumit woods Pvt. Ltd.,0.0,31000000.0,5500.0,Sumit Sai Prasad,780.0,Yes,Mumbai,3 BHK,3,39743.58974358974
,,26500000.0,,,662.0,No,Mumbai,2 BHK,2,40030.21148036254
,0.0,12600000.0,4500.0,,310.0,No,Mumbai,1 BHK,1,40645.16129032258
Swastik Group and Manthan Group,,19100000.0,,Galaxy,710.0,No,Mumbai,2 BHK,2,26901.408450704224
,0.0,25000000.0,,,650.0,Yes,Mumbai,2 BHK,2,38461.53846153846
,0.0,25000000.0,3600.0,,750.0,Yes,Mumbai,2 BHK,2,33333.333333333336
,6.0,27400000.0,6300.0,,687.0,Yes,Mumbai,2 BHK,2,39883.55167394469
,,19000000.0,7.0,,430.0,Yes,Mumbai,1 BHK,1,44186.04651162791
,7.0,40000000.0,10000.0,,1025.0,Yes,Mumbai,3 BHK,3,39024.39024390244
,0.0,42500000.0,,,1170.0,Yes,Mumbai,3 BHK,3,36324.78632478633
,,20500000.0,6000.0,,525.0,No,Mumbai,2 BHK,2,39047.619047619046
,8.0,47610000.0,,,1035.0,Yes,Mumbai,3 BHK,3,46000.0
,0.0,52000000.0,,,1120.0,Yes,Mumbai,3 BHK,3,46428.57142857143
,0.0,20000000.0,6500.0,,650.0,Yes,Mumbai,1 BHK,1,30769.23076923077
,,29900000.0,0.0,,658.0,Yes,Mumbai,2 BHK,2,45440.729483282674
Kolte Patil Developers Ltd.,0.0,24300000.0,,Kolte Patil Jai Vijay,671.0,Yes,Mumbai,2 BHK,2,36214.60506706408
,1.0,47500000.0,10000.0,,1200.0,Yes,Mumbai,3 BHK,3,39583.333333333336
,2.0,18500000.0,4500.0,,450.0,Yes,Mumbai,1 BHK,1,41111.11111111111
,15.0,27400000.0,4500.0,Sheela Smruti Apartment,562.0,Yes,Mumbai,2 BHK,2,48754.44839857651
,,13500000.0,5000.0,,350.0,Yes,Mumbai,1 BHK,1,38571.42857142857
Kolte Patil Developers Ltd.,2.0,24100000.0,0.0,Kolte Patil Jai Vijay,671.0,Yes,Mumbai,2 BHK,2,35916.54247391952
,1.0,55000000.0,12000.0,,1230.0,Yes,Mumbai,4 BHK,4,44715.44715447154
,0.0,28000000.0,6500.0,,765.0,Yes,Mumbai,2 BHK,2,36601.30718954248
,1.0,41000000.0,10000.0,,990.0,Yes,Mumbai,3 BHK,3,41414.14141414141
,5.0,30000000.0,,,835.0,No,Mumbai,2 BHK,2,35928.14371257485
,,60000000.0,12000.0,,1500.0,Yes,Mumbai,4 BHK,4,40000.0
,0.0,62500000.0,11000.0,Bileshwar Darshan Apartment,2250.0,Yes,Mumbai,4 BHK,4,27777.777777777777
,,29900000.0,0.0,,658.0,Yes,Mumbai,2 BHK,2,45440.729483282674
Kolte Patil Developers Ltd.,0.0,24300000.0,,Kolte Patil Jai Vijay,671.0,Yes,Mumbai,2 BHK,2,36214.60506706408
,1.0,47500000.0,10000.0,,1200.0,Yes,Mumbai,3 BHK,3,39583.333333333336
,2.0,18500000.0,4500.0,,450.0,Yes,Mumbai,1 BHK,1,41111.11111111111
,15.0,27400000.0,4500.0,Sheela Smruti Apartment,562.0,Yes,Mumbai,2 BHK,2,48754.44839857651
,,13500000.0,5000.0,,350.0,Yes,Mumbai,1 BHK,1,38571.42857142857
Kolte Patil Developers Ltd.,2.0,24100000.0,0.0,Kolte Patil Jai Vijay,671.0,Yes,Mumbai,2 BHK,2,35916.54247391952
