ID,Possession Status,Availability Starts From,Developer,Units Available,Price,Booking Amount,Project Name,Carpet Area,Area Name,Parking,City,Covered Area,Location,Property,Maintenance Charges,Helper Column
7518,Ready to Move,NA, SHREE SAIBABA CONSTRUCTION COMPANY,0,7000000,NA,Ashok Nagar,465,Balkum village,1 Open,Thane,635,"Balkum village, Thane",1 BHK Flat,NA," SHREE SAIBABA CONSTRUCTION COMPANY, Ashok Nagar, Thane, 7000000"
7949,Ready to Move,NA, SHREE SAIBABA CONSTRUCTION COMPANY,NA,7200000,NA,Ashok Nagar,NA,Balkum village,NA,Thane,635,"Balkum village, Thane",1 BHK Flat,NA," SHREE SAIBABA CONSTRUCTION COMPANY, Ashok Nagar, Thane, 7200000"
7185,Ready to Move,NA, SHREE SAIBABA CONSTRUCTION COMPANY,0,7500000,100000,Ashok Nagar,450,Balkum village,1 Open,Thane,495,"Balkum village, Thane",1 BHK Flat,NA," SHREE SAIBABA CONSTRUCTION COMPANY, Ashok Nagar, Thane, 7500000"
7068,Ready to Move,NA, SHREE SAIBABA CONSTRUCTION COMPANY,0,9500000,500000,Ashok Nagar,650,Balkum village,"1 Covered, 1 Open",Thane,890,"Balkum village, Thane",2 BHK Flat,0," SHREE SAIBABA CONSTRUCTION COMPANY, Ashok Nagar, Thane, 9500000"
10092,Ready to Move,NA,A and O Realty,NA,13500000,NA,Atharva,630,Vile Parle West,NA,Mumbai,860,"Vile Parle West, Mumbai",2 BHK Flat,NA,"A and O Realty, Atharva, Mumbai, 13500000"
10066,Ready to Move,NA,A and O Realty,0,46500000,50000,Atharva,1000,Vile Parle West,1 Covered,Mumbai,1450,"Vile Parle West, Mumbai",3 BHK Flat,3000,"A and O Realty, Atharva, Mumbai, 46500000"
497,Ready to Move,NA,A and O Realty,NA,13000000,NA,Bellevue,465,Andheri East,NA,Mumbai,750,"Andheri East, Mumbai",1 BHK Flat,NA,"A and O Realty, Bellevue, Mumbai, 13000000"
11048,Ready to Move,NA,A and O Realty,NA,8900000,NA,Eminente,NA,Dahisar East,NA,Mumbai,381,"Dahisar East, Mumbai",1 BHK Flat,NA,"A and O Realty, Eminente, Mumbai, 8900000"
3101,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,0,16200000,500000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1140,"Malad East, Mumbai",2 BHK Flat,7000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 16200000"
3575,Under Construction,Dec '23,A&O Realty and Riddhi Siddhi Group,0,17000000,100000,F Residences Malad,716,Malad East,1 Covered,Mumbai,1146,"Malad East, Mumbai",2 BHK Flat,5000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17000000"
3457,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,2,17000000,500000,F Residences Malad,829,Malad East,1 Covered,Mumbai,929,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17000000"
3383,Ready to Move,Aug '22,A&O Realty and Riddhi Siddhi Group,3,17000000,1000000,F Residences Malad,729,Malad East,NA,Mumbai,875,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17000000"
3275,Under Construction,Dec '23,A&O Realty and Riddhi Siddhi Group,0,17000000,100000,F Residences Malad,716,Malad East,1 Covered,Mumbai,1146,"Malad East, Mumbai",2 BHK Flat,5000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17000000"
3157,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,2,17000000,500000,F Residences Malad,829,Malad East,1 Covered,Mumbai,929,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17000000"
3083,Ready to Move,Aug '22,A&O Realty and Riddhi Siddhi Group,3,17000000,1000000,F Residences Malad,729,Malad East,NA,Mumbai,875,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17000000"
3658,Ready to Move,Jun '22,A&O Realty and Riddhi Siddhi Group,NA,17500000,100000,F Residences Malad,825,Malad East,NA,Mumbai,1105,"Malad East, Mumbai",2 BHK Flat,NA,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17500000"
3570,Ready to Move,Jun '22,A&O Realty and Riddhi Siddhi Group,1,17500000,NA,F Residences Malad,729,Malad East,107 Covered,Mumbai,NA,"Malad East, Mumbai",2 BHK Flat,NA,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17500000"
3358,Ready to Move,Jun '22,A&O Realty and Riddhi Siddhi Group,NA,17500000,100000,F Residences Malad,825,Malad East,NA,Mumbai,1105,"Malad East, Mumbai",2 BHK Flat,NA,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17500000"
3270,Ready to Move,Jun '22,A&O Realty and Riddhi Siddhi Group,1,17500000,NA,F Residences Malad,729,Malad East,107 Covered,Mumbai,NA,"Malad East, Mumbai",2 BHK Flat,NA,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17500000"
3472,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,0,17800000,100000,F Residences Malad,711,Malad East,1 Covered,Mumbai,1150,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17800000"
3172,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,0,17800000,100000,F Residences Malad,711,Malad East,1 Covered,Mumbai,1150,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 17800000"
3481,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,0,18500000,500000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1240,"Malad East, Mumbai",2 BHK Flat,4500,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 18500000"
3350,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,5,18500000,500000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1240,"Malad East, Mumbai",2 BHK Flat,8500,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 18500000"
3181,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,0,18500000,500000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1240,"Malad East, Mumbai",2 BHK Flat,4500,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 18500000"
3540,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,8,18800000,100000,F Residences Malad,729,Kurar Village,1 Covered,Mumbai,1240,"Kurar Village, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 18800000"
3440,Ready to Move,Dec '22,A&O Realty and Riddhi Siddhi Group,6,18900000,500000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1240,"Malad East, Mumbai",2 BHK Flat,7800,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 18900000"
3140,Ready to Move,Dec '22,A&O Realty and Riddhi Siddhi Group,6,18900000,500000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1240,"Malad East, Mumbai",2 BHK Flat,7800,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 18900000"
3496,Under Construction,Mar '23,A&O Realty and Riddhi Siddhi Group,34,19000000,500000,F Residences Malad,729,Malad East,"1 Covered, 1 Open",Mumbai,1200,"Malad East, Mumbai",2 BHK Flat,1,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 19000000"
3392,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,NA,19000000,500000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1059,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 19000000"
3196,Under Construction,Mar '23,A&O Realty and Riddhi Siddhi Group,34,19000000,500000,F Residences Malad,729,Malad East,"1 Covered, 1 Open",Mumbai,1200,"Malad East, Mumbai",2 BHK Flat,1,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 19000000"
3092,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,NA,19000000,500000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1059,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 19000000"
3489,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,5,19301909,NA,F Residences Malad,729,Malad East,1 Covered,Mumbai,729,NA,NA,10935,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 19301909"
3189,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,5,19301909,NA,F Residences Malad,729,Malad East,1 Covered,Mumbai,729,NA,NA,10935,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 19301909"
3501,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,NA,20500000,NA,F Residences Malad,780,Malad East,NA,Mumbai,1200,"Malad East, Mumbai",2 BHK Flat,NA,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 20500000"
3201,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,NA,20500000,NA,F Residences Malad,780,Malad East,NA,Mumbai,1200,"Malad East, Mumbai",2 BHK Flat,NA,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 20500000"
3463,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,0,21000000,100000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1059,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 21000000"
3163,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,0,21000000,100000,F Residences Malad,729,Malad East,1 Covered,Mumbai,1059,"Malad East, Mumbai",2 BHK Flat,0,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 21000000"
3399,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,10,24500000,100000,F Residences Malad,1074,Malad East,1 Covered,Mumbai,1302,"Malad East, Mumbai",3 BHK Flat,14000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 24500000"
3099,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,10,24500000,100000,F Residences Malad,1074,Malad East,1 Covered,Mumbai,1302,"Malad East, Mumbai",3 BHK Flat,14000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 24500000"
3447,Ready to Move,Jul '22,A&O Realty and Riddhi Siddhi Group,5,25800000,50000,F Residences Malad,1074,Malad East,2 Covered,Mumbai,1500,"Malad East, Mumbai",3 BHK Flat,7000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 25800000"
3147,Ready to Move,Jul '22,A&O Realty and Riddhi Siddhi Group,5,25800000,50000,F Residences Malad,1074,Malad East,2 Covered,Mumbai,1500,"Malad East, Mumbai",3 BHK Flat,7000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 25800000"
3418,Ready to Move,Dec '22,A&O Realty and Riddhi Siddhi Group,3,25900000,100000,F Residences Malad,1074,Malad East,1 Covered,Mumbai,1750,"Malad East, Mumbai",3 BHK Flat,10500,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 25900000"
3118,Ready to Move,Dec '22,A&O Realty and Riddhi Siddhi Group,3,25900000,100000,F Residences Malad,1074,Malad East,1 Covered,Mumbai,1750,"Malad East, Mumbai",3 BHK Flat,10500,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 25900000"
3404,Ready to Move,Dec '22,A&O Realty and Riddhi Siddhi Group,5,26200000,500000,F Residences Malad,1074,Malad East,2 Covered,Mumbai,1600,"Malad East, Mumbai",3 BHK Flat,11000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 26200000"
3104,Ready to Move,Dec '22,A&O Realty and Riddhi Siddhi Group,5,26200000,500000,F Residences Malad,1074,Malad East,2 Covered,Mumbai,1600,"Malad East, Mumbai",3 BHK Flat,11000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 26200000"
3497,Under Construction,Nov '23,A&O Realty and Riddhi Siddhi Group,0,28000000,500000,F Residences Malad,1047,Malad East,1 Covered,Mumbai,1350,"Malad East, Mumbai",3 BHK Flat,5000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 28000000"
3197,Under Construction,Nov '23,A&O Realty and Riddhi Siddhi Group,0,28000000,500000,F Residences Malad,1047,Malad East,1 Covered,Mumbai,1350,"Malad East, Mumbai",3 BHK Flat,5000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 28000000"
3476,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,0,31000000,3100000,F Residences Malad,1074,Malad East,1 Covered,Mumbai,1500,"Malad East, Mumbai",3 BHK Flat,15000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 31000000"
3176,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,0,31000000,3100000,F Residences Malad,1074,Malad East,1 Covered,Mumbai,1500,"Malad East, Mumbai",3 BHK Flat,15000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 31000000"
3454,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,12,31600000,1000000,F Residences Malad,1150,Malad East,"1 Covered, 1 Open",Mumbai,1250,"Malad East, Mumbai",3 BHK Flat,10000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 31600000"
3154,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,12,31600000,1000000,F Residences Malad,1150,Malad East,"1 Covered, 1 Open",Mumbai,1250,"Malad East, Mumbai",3 BHK Flat,10000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 31600000"
3436,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,10,34500000,100000,F Residences Malad,1428,Malad East,1 Covered,Mumbai,2280,"Malad East, Mumbai",4 BHK Flat,8000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 34500000"
3136,Ready to Move,NA,A&O Realty and Riddhi Siddhi Group,10,34500000,100000,F Residences Malad,1428,Malad East,1 Covered,Mumbai,2280,"Malad East, Mumbai",4 BHK Flat,8000,"A&O Realty and Riddhi Siddhi Group, F Residences Malad, Mumbai, 34500000"
4493,Ready to Move,NA,Aakar Developers,NA,9975000,0,Aakar Apartment,590,Goregaon East,"1 Covered, 1 Open",Mumbai,700,"Goregaon East, Mumbai",1 BHK Flat,0,"Aakar Developers, Aakar Apartment, Mumbai, 9975000"
9078,Ready to Move,NA,Aakar Group,1,7500000,500000,Aakar Park,560,Charai,NA,Thane,560,"Charai, Thane",1 BHK Flat,NA,"Aakar Group, Aakar Park, Thane, 7500000"
7609,Ready to Move,NA,Aakar Group,1,7500000,500000,Aakar Park,560,Charai,NA,Thane,560,"Charai, Thane",1 BHK Flat,NA,"Aakar Group, Aakar Park, Thane, 7500000"
10677,Ready to Move,NA,Aakash Group,0,3600000,NA,Gagan Solitaire,NA,Virar West,1 Open,Mumbai,860,"Virar West, Mumbai",2 BHK Flat,NA,"Aakash Group, Gagan Solitaire, Mumbai, 3600000"
587,Ready to Move,NA,Aaress realty,1,16800000,500000,Veesita Residency,591,Andheri East,NA,Mumbai,1045,"Andheri East, Mumbai",2 BHK Flat,NA,"Aaress realty, Veesita Residency, Mumbai, 16800000"
488,Ready to Move,NA,Aaress realty,1,17000000,NA,Veesita Residency,548,Gondavali Gaothan,NA,Mumbai,NA,"Gondavali Gaothan, Mumbai",2 BHK Flat,NA,"Aaress realty, Veesita Residency, Mumbai, 17000000"
11148,Ready to Move,Jun '21,Aaryadeep Builders,1,10500000,NA,Sai Vishram C H S Ltd,450,Kandarpada,NA,Mumbai,675,"Kandarpada, Mumbai",1 BHK Flat,NA,"Aaryadeep Builders, Sai Vishram C H S Ltd, Mumbai, 10500000"
11173,Ready to Move,Dec '22,Aaryadeep Builders,NA,15000000,3000000,Sai Vishram C H S Ltd,570,Dahisar West,NA,Mumbai,NA,"Dahisar West, Mumbai",2 BHK Flat,NA,"Aaryadeep Builders, Sai Vishram C H S Ltd, Mumbai, 15000000"
12529,Ready to Move,NA,Aashapura Builders and Developers,NA,5200000,NA,Aashapura Crown City,648,Kalyan West,NA,Thane,960,"Kalyan West, Thane",2 BHK Flat,NA,"Aashapura Builders and Developers, Aashapura Crown City, Thane, 5200000"
1342,Ready to Move,NA,Aashish Promotors & Builders,1,14000000,NA,Ashish CHS Manish Nagar Road,510,4 Bunglows,NA,Mumbai,NA,"4 Bunglows, Mumbai",1 BHK Flat,NA,"Aashish Promotors & Builders, Ashish CHS Manish Nagar Road, Mumbai, 14000000"
1331,Ready to Move,NA,Aashish Promotors & Builders,NA,14800000,NA,Ashish CHS Manish Nagar Road,NA,Andheri West,NA,Mumbai,605,"Andheri West, Mumbai",1 BHK Flat,NA,"Aashish Promotors & Builders, Ashish CHS Manish Nagar Road, Mumbai, 14800000"
1269,Under Construction,NA,Aashish Promotors & Builders,0,18500000,NA,Ashish CHS Manish Nagar Road,NA,Andheri West,1 Covered,Mumbai,570,"Andheri West, Mumbai",2 BHK Flat,NA,"Aashish Promotors & Builders, Ashish CHS Manish Nagar Road, Mumbai, 18500000"
4480,Ready to Move,NA,Aashish Promotors & Builders,0,22000000,1000000,Garden Estate,750,Laxmi Nagar,1 Covered,Mumbai,1050,"Laxmi Nagar, Mumbai",2 BHK Flat,8000,"Aashish Promotors & Builders, Garden Estate, Mumbai, 22000000"
1116,Ready to Move,NA,ABHISHEK SHELTERS LTD.,NA,37500000,1100000,Juhu Abhishek Chs Ltd,900,Andheri West,NA,Mumbai,1400,"Andheri West, Mumbai",2 BHK Flat,NA,"ABHISHEK SHELTERS LTD., Juhu Abhishek Chs Ltd, Mumbai, 37500000"
2395,Ready to Move,NA,Accord Group,1,12000000,1000000,Accord Apartment,620,Kandivali West,1 Open,Mumbai,950,"Kandivali West, Mumbai",2 BHK Flat,3500,"Accord Group, Accord Apartment, Mumbai, 12000000"
2330,Ready to Move,NA,Accord Group,NA,13050000,500000,Accord Apartment,660,Kandivali West,15 Open,Mumbai,680,"Kandivali West, Mumbai",2 BHK Flat,2075,"Accord Group, Accord Apartment, Mumbai, 13050000"
2409,Ready to Move,NA,Accord Group,NA,15000000,NA,Accord Apartment,NA,Kandivali West,NA,Mumbai,650,"Kandivali West, Mumbai",2 BHK Flat,NA,"Accord Group, Accord Apartment, Mumbai, 15000000"
406,Under Construction,NA,ACME GROUP INDIA,NA,21000000,NA,Acme Boulevard,NA,Andheri East,1 Covered,Mumbai,1150,"Andheri East, Mumbai",2 BHK Flat,NA,"ACME GROUP INDIA, Acme Boulevard, Mumbai, 21000000"
4417,Ready to Move,NA,ACME GROUP INDIA,NA,10000000,NA,Apna Ghar,400,Goregaon East,NA,Mumbai,604,"Goregaon East, Mumbai",1 BHK Flat,NA,"ACME GROUP INDIA, Apna Ghar, Mumbai, 10000000"
4665,Ready to Move,NA,ACME GROUP INDIA,1,18000000,1800000,Apna Ghar,670,Goregaon East,1 Open,Mumbai,NA,"Goregaon East, Mumbai",2 BHK Flat,NA,"ACME GROUP INDIA, Apna Ghar, Mumbai, 18000000"
4624,Ready to Move,NA,ACME GROUP INDIA,NA,6300000,NA,Apna Ghar,NA,Shivaji Nagar,NA,Mumbai,355,"Shivaji Nagar, Mumbai",1 BHK Flat,NA,"ACME GROUP INDIA, Apna Ghar, Mumbai, 6300000"
4580,Ready to Move,NA,ACME GROUP INDIA,NA,9000000,500000,Apna Ghar,450,Goregaon East,NA,Mumbai,500,"Goregaon East, Mumbai",1 BHK Flat,1500,"ACME GROUP INDIA, Apna Ghar, Mumbai, 9000000"
373,Ready to Move,NA,ACME GROUP INDIA,NA,11000000,NA,Ascent Residency,NA,Poonam Nagar,NA,Mumbai,617,"Poonam Nagar, Mumbai",1 BHK Flat,NA,"ACME GROUP INDIA, Ascent Residency, Mumbai, 11000000"
563,Ready to Move,NA,ACME GROUP INDIA,NA,30000000,500000,Ascent Residency,1180,Andheri East,NA,Mumbai,1550,"Andheri East, Mumbai",3 BHK Flat,NA,"ACME GROUP INDIA, Ascent Residency, Mumbai, 30000000"
9256,Ready to Move,NA,Acme Group,NA,20000000,5000000,Acme ACME Ozone Eucalyptia,1000,Thane West,NA,Thane,1500,"Thane West, Thane",3 BHK Flat,NA,"Acme Group, Acme ACME Ozone Eucalyptia, Thane, 20000000"
7788,Ready to Move,NA,Acme Group,NA,20000000,5000000,Acme ACME Ozone Eucalyptia,1000,Thane West,NA,Thane,1500,"Thane West, Thane",3 BHK Flat,NA,"Acme Group, Acme ACME Ozone Eucalyptia, Thane, 20000000"
1077,Ready to Move,NA,Acme Group,0,25000000,NA,Acme Akshay Girikunj,887,Andheri West,1 Open,Mumbai,NA,"Andheri West, Mumbai",2 BHK Flat,18000,"Acme Group, Acme Akshay Girikunj, Mumbai, 25000000"
1149,Ready to Move,NA,Acme Group,1,70000000,NA,Acme Akshay Girikunj,1500,Andheri West,"1 Covered, 2 Open",Mumbai,2200,NA,NA,6500,"Acme Group, Acme Akshay Girikunj, Mumbai, 70000000"
2149,Ready to Move,NA,Acme Group,NA,12000000,NA,Acme Avenue,650,Kandivali West,NA,Mumbai,NA,"Kandivali West, Mumbai",2 BHK Flat,NA,"Acme Group, Acme Avenue, Mumbai, 12000000"
2459,Ready to Move,Sep '20,Acme Group,NA,12500000,NA,Acme Avenue,NA,Kandivali West,1 Open,Mumbai,812,NA,NA,NA,"Acme Group, Acme Avenue, Mumbai, 12500000"
2112,Ready to Move,NA,Acme Group,NA,12500000,100000,Acme Avenue,640,Kandivali West,1 Open,Mumbai,950,"Kandivali West, Mumbai",2 BHK Flat,5000,"Acme Group, Acme Avenue, Mumbai, 12500000"
2261,Ready to Move,NA,Acme Group,1,15000000,500000,Acme Avenue,780,Kandivali West,NA,Mumbai,1257,"Kandivali West, Mumbai",2 BHK Flat,5000,"Acme Group, Acme Avenue, Mumbai, 15000000"
2430,Ready to Move,NA,Acme Group,NA,15500000,NA,Acme Avenue,701,Charkop,NA,Mumbai,1158,"Charkop, Mumbai",2 BHK Flat,NA,"Acme Group, Acme Avenue, Mumbai, 15500000"
2423,Ready to Move,NA,Acme Group,NA,17000000,500000,Acme Avenue,NA,Bander Pakhadi,NA,Mumbai,1157,"Bander Pakhadi, Mumbai",2 BHK Flat,NA,"Acme Group, Acme Avenue, Mumbai, 17000000"
2137,Under Construction,Dec '23,Acme Group,10,18900000,100000,Acme Avenue,1056,Kandivali West,1 Covered,Mumbai,NA,"Kandivali West, Mumbai",2 BHK Flat,4000,"Acme Group, Acme Avenue, Mumbai, 18900000"
2010,Ready to Move,NA,Acme Group,0,22500000,500000,Acme Avenue,1065,Charkop,1 Covered,Mumbai,1642,"Charkop, Mumbai",3 BHK Flat,0,"Acme Group, Acme Avenue, Mumbai, 22500000"
8516,Ready to Move,NA,Acme Group,0,14500000,500000,Acme Ozone,960,Manpada,1 Covered,Thane,1493,"Manpada, Thane",3 BHK Flat,0,"Acme Group, Acme Ozone, Thane, 14500000"
7046,Ready to Move,NA,Acme Group,0,14500000,500000,Acme Ozone,960,Manpada,1 Covered,Thane,1493,"Manpada, Thane",3 BHK Flat,0,"Acme Group, Acme Ozone, Thane, 14500000"
8170,Ready to Move,NA,Acme Group,10,16700000,500000,Acme Ozone,1041,Manpada,1 Covered,Thane,1581,"Manpada, Thane",3 BHK Flat,8000,"Acme Group, Acme Ozone, Thane, 16700000"
6700,Ready to Move,NA,Acme Group,10,16700000,500000,Acme Ozone,1041,Manpada,1 Covered,Thane,1581,"Manpada, Thane",3 BHK Flat,8000,"Acme Group, Acme Ozone, Thane, 16700000"
8582,Ready to Move,NA,Acme Group,1,20000000,NA,Acme Ozone,900,Manpada,1 Covered,Thane,1500,"Manpada, Thane",3 BHK Flat,NA,"Acme Group, Acme Ozone, Thane, 20000000"
7112,Ready to Move,NA,Acme Group,1,20000000,NA,Acme Ozone,900,Manpada,1 Covered,Thane,1500,"Manpada, Thane",3 BHK Flat,NA,"Acme Group, Acme Ozone, Thane, 20000000"
743,Ready to Move,NA,Acme Group,0,21500000,500000,Acme Stadium View,660,Andheri West,1 Covered,Mumbai,660,"Andheri West, Mumbai",2 BHK Flat,9,"Acme Group, Acme Stadium View, Mumbai, 21500000"
971,Ready to Move,NA,Acme Group,NA,22000000,0,Acme Stadium View,660,Andheri West,1 Covered,Mumbai,860,"Andheri West, Mumbai",2 BHK Flat,0,"Acme Group, Acme Stadium View, Mumbai, 22000000"
1607,Ready to Move,NA,Acme Housing and Glomore Constructions,1,15000000,100000,Oasis,614,Akurli Nagar,"2 Covered, 2 Open",Mumbai,NA,"Akurli Nagar, Mumbai",2 BHK Flat,NA,"Acme Housing and Glomore Constructions, Oasis, Mumbai, 15000000"
1773,Ready to Move,NA,Acme Housing and Glomore Constructions,1,19000000,500000,Oasis,720,Akurli Nagar,1 Covered,Mumbai,1034,"Akurli Nagar, Mumbai",2 BHK Flat,NA,"Acme Housing and Glomore Constructions, Oasis, Mumbai, 19000000"
1575,Ready to Move,NA,Acme Housing and Glomore Constructions,2,19000000,500000,Oasis,950,Alika Nagar,"1 Covered, 1 Open",Mumbai,1561,"Alika Nagar, Mumbai",3 BHK Flat,1,"Acme Housing and Glomore Constructions, Oasis, Mumbai, 19000000"
1600,Ready to Move,NA,Acme Housing and Glomore Constructions,2,22500000,500000,Oasis,850,Lokhandwala Twp,1 Covered,Mumbai,1430,"Lokhandwala Twp, Mumbai",3 BHK Flat,NA,"Acme Housing and Glomore Constructions, Oasis, Mumbai, 22500000"
1582,Ready to Move,NA,Acme Housing and Glomore Constructions,2,22500000,22500000,Oasis,921,Lokhandwala Twp,1 Covered,Mumbai,1430,"Lokhandwala Twp, Mumbai",3 BHK Flat,NA,"Acme Housing and Glomore Constructions, Oasis, Mumbai, 22500000"
11056,Ready to Move,NA,AD Pawar Builders,NA,9200000,NA,Shree Shashwat,NA,Dahisar East,NA,Mumbai,690,"Dahisar East, Mumbai",1 BHK Flat,NA,"AD Pawar Builders, Shree Shashwat, Mumbai, 9200000"
893,Under Construction,Dec '26,Adani Realty,20,26300000,500000,Adani Western Heights,823,Laxmi Industrial Estate,1 Covered,Mumbai,1205,"Laxmi Industrial Estate, Mumbai",2 BHK Flat,1,"Adani Realty, Adani Western Heights, Mumbai, 26300000"
705,Under Construction,Dec '26,Adani Realty,120,26300000,500000,Adani Western Heights,823,Laxmi Industrial Estate,1 Covered,Mumbai,1023,"Laxmi Industrial Estate, Mumbai",2 BHK Flat,1,"Adani Realty, Adani Western Heights, Mumbai, 26300000"
1288,Ready to Move,NA,Adani Realty,0,34000000,500000,Adani Western Heights,1550,Andheri West,NA,Mumbai,1799,"Andheri West, Mumbai",3 BHK Flat,7000,"Adani Realty, Adani Western Heights, Mumbai, 34000000"
859,Ready to Move,NA,Adani Realty,2,36500000,1000000,Adani Western Heights,913,Andheri West,2 Covered,Mumbai,1415,"Andheri West, Mumbai",2 BHK Flat,12500,"Adani Realty, Adani Western Heights, Mumbai, 36500000"
851,Ready to Move,NA,Adani Realty,2,38500000,1000000,Adani Western Heights,850,Andheri West,2 Covered,Mumbai,1361,"Andheri West, Mumbai",2 BHK Flat,12,"Adani Realty, Adani Western Heights, Mumbai, 38500000"
1200,Ready to Move,NA,Adani Realty,NA,43500000,500000,Adani Western Heights,1140,Andheri West,2 Covered,Mumbai,1790,"Andheri West, Mumbai",3 BHK Flat,12,"Adani Realty, Adani Western Heights, Mumbai, 43500000"
