ID,Possession Status,Availability Starts From,Developer,Units Available,Price,Booking Amount,Project Name,Carpet Area,Area Name,Parking,City,Covered Area,Location,Property,Maintenance Charges,Helper Column
1706,Ready to Move,NA,Bhoomi Group,NA,15500000,NA,Bhoomi Elegant,650,Kandivali East,NA,Mumbai,850,"Kandivali East, Mumbai",2 BHK Flat,NA,"Bhoomi Group, Bhoomi Elegant, Mumbai, 15500000"
1966,Ready to Move,NA,Bhoomi Group,7,8300000,200000,Bhoomi Elegant,450,Thakur Complex,1 Open,Mumbai,610,"Thakur Complex, Mumbai",1 BHK Flat,2000,"Bhoomi Group, Bhoomi Elegant, Mumbai, 8300000"
1938,Ready to Move,NA,Bhoomi Group,7,8300000,200000,Bhoomi Elegant,450,Thakur Complex,1 Open,Mumbai,610,"Thakur Complex, Mumbai",1 BHK Flat,2000,"Bhoomi Group, Bhoomi Elegant, Mumbai, 8300000"
1799,Ready to Move,NA,Bhoomi Group,NA,9000000,NA,Bhoomi Elegant,470,Kandivali East,1 Covered,Mumbai,670,"Kandivali East, Mumbai",1 BHK Flat,NA,"Bhoomi Group, Bhoomi Elegant, Mumbai, 9000000"
1827,Ready to Move,NA,Bhoomi Group,NA,8500000,NA,Bhoomi Hills,410,Kandivali East,NA,Mumbai,700,"Kandivali East, Mumbai",1 BHK Flat,NA,"Bhoomi Group, Bhoomi Hills, Mumbai, 8500000"
6251,Ready to Move,NA,BHOOMI GROUP,1,28500000,NA,Bhoomi Prestige,NA,Santacruz West,1 Covered,Mumbai,674,"Santacruz West, Mumbai",2 BHK Flat,NA,"BHOOMI GROUP, Bhoomi Prestige, Mumbai, 28500000"
6150,Ready to Move,NA,BHOOMI GROUP,1,28500000,NA,Bhoomi Prestige,NA,Santacruz West,1 Covered,Mumbai,736,"Santacruz West, Mumbai",2 BHK Flat,NA,"BHOOMI GROUP, Bhoomi Prestige, Mumbai, 28500000"
6143,Ready to Move,NA,BHOOMI GROUP,NA,29000000,1080000,Bhoomi Prestige,820,Santacruz West,NA,Mumbai,1100,"Santacruz West, Mumbai",2 BHK Flat,NA,"BHOOMI GROUP, Bhoomi Prestige, Mumbai, 29000000"
6047,Ready to Move,NA,BHOOMI GROUP,1,31500000,500000,Bhoomi Prestige,674,Santacruz West,1 Covered,Mumbai,1011,"Santacruz West, Mumbai",2 BHK Flat,5000,"BHOOMI GROUP, Bhoomi Prestige, Mumbai, 31500000"
6065,Ready to Move,NA,BHOOMI GROUP,0,31600000,2100000,Bhoomi Prestige,736,Santacruz West,1 Covered,Mumbai,950,"Santacruz West, Mumbai",2 BHK Flat,9000,"BHOOMI GROUP, Bhoomi Prestige, Mumbai, 31600000"
10534,Ready to Move,NA,Bhoomi Properties,NA,2900000,5100000,Bhoomi Acropolis,445,Virar West,NA,Mumbai,NA,"Virar West, Mumbai",1 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 2900000"
10763,Ready to Move,NA,Bhoomi Properties,NA,3000000,100000,Bhoomi Acropolis,360,Bolinj,NA,Mumbai,660,"Bolinj, Mumbai",1 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 3000000"
10745,Ready to Move,NA,Bhoomi Properties,NA,3100000,NA,Bhoomi Acropolis,500,Virar West,NA,Mumbai,650,"Virar West, Mumbai",1 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 3100000"
10734,Ready to Move,NA,Bhoomi Properties,NA,3350000,50000,Bhoomi Acropolis,360,Chikhal Dongari,NA,Mumbai,630,"Chikhal Dongari, Mumbai",1 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 3350000"
10614,Ready to Move,NA,Bhoomi Properties,1,3600000,NA,Bhoomi Acropolis,475,Virar West,NA,Mumbai,630,"Virar West, Mumbai",1 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 3600000"
10529,Ready to Move,NA,Bhoomi Properties,1,3700000,100000,Bhoomi Acropolis,400,Bolinj,1 Covered,Mumbai,660,"Bolinj, Mumbai",1 BHK Flat,2500,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 3700000"
10807,Ready to Move,NA,Bhoomi Properties,NA,3850000,51000,Bhoomi Acropolis,603,Virar West,1 Open,Mumbai,865,"Virar West, Mumbai",2 BHK Flat,2850,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 3850000"
10787,Ready to Move,NA,Bhoomi Properties,NA,3850000,51000,Bhoomi Acropolis,603,Virar West,1 Open,Mumbai,865,"Virar West, Mumbai",2 BHK Flat,2850,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 3850000"
10642,Ready to Move,NA,Bhoomi Properties,NA,4000000,51000,Bhoomi Acropolis,660,Virar West,NA,Mumbai,935,"Virar West, Mumbai",2 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 4000000"
10695,Ready to Move,NA,Bhoomi Properties,NA,4100000,NA,Bhoomi Acropolis,533,Virar West,NA,Mumbai,800,"Virar West, Mumbai",2 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 4100000"
10639,Ready to Move,NA,Bhoomi Properties,NA,4200000,NA,Bhoomi Acropolis,533,Virar West,NA,Mumbai,835,"Virar West, Mumbai",2 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 4200000"
10513,Ready to Move,NA,Bhoomi Properties,1,4400000,100000,Bhoomi Acropolis,400,Chikhal Dongari,1 Covered,Mumbai,630,"Chikhal Dongari, Mumbai",1 BHK Flat,2500,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 4400000"
10507,Ready to Move,NA,Bhoomi Properties,NA,4450000,51000,Bhoomi Acropolis,633,Virar West,1 Covered,Mumbai,935,"Virar West, Mumbai",2 BHK Flat,2850,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 4450000"
10811,Ready to Move,NA,Bhoomi Properties,0,4500000,100000,Bhoomi Acropolis,380,Chikhal Dongari,12 Covered,Mumbai,615,"Chikhal Dongari, Mumbai",1 BHK Flat,1500,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 4500000"
10791,Ready to Move,NA,Bhoomi Properties,0,4500000,100000,Bhoomi Acropolis,380,Chikhal Dongari,12 Covered,Mumbai,615,"Chikhal Dongari, Mumbai",1 BHK Flat,1500,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 4500000"
10760,Ready to Move,NA,Bhoomi Properties,NA,4500000,NA,Bhoomi Acropolis,460,Virar West,1 Covered,Mumbai,750,"Virar West, Mumbai",2 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 4500000"
10564,Ready to Move,NA,Bhoomi Properties,1,5600000,10000,Bhoomi Acropolis,570,Virar West,1 Covered,Mumbai,830,"Virar West, Mumbai",2 BHK Flat,NA,"Bhoomi Properties, Bhoomi Acropolis, Mumbai, 5600000"
1698,Ready to Move,NA,Bhoomi Properties,1,12500000,NA,Bhoomi Valley,650,"Thakur Village, Kandivali East",1 Open,Mumbai,910,"Thakur Village, Kandivali East, Mumbai",2 BHK Flat,NA,"Bhoomi Properties, Bhoomi Valley, Mumbai, 12500000"
1831,Ready to Move,NA,Bhoomi Properties,NA,13400000,NA,Bhoomi Valley,804,Kandivali East,NA,Mumbai,915,"Kandivali East, Mumbai",2 BHK Flat,NA,"Bhoomi Properties, Bhoomi Valley, Mumbai, 13400000"
1891,Ready to Move,NA,Bhoomi Properties,NA,8000000,NA,Bhoomi Valley,NA,Kandivali East,NA,Mumbai,521,"Kandivali East, Mumbai",1 BHK Flat,NA,"Bhoomi Properties, Bhoomi Valley, Mumbai, 8000000"
1822,Ready to Move,NA,Bhoomi Properties,NA,8070000,NA,Bhoomi Valley,NA,Kandivali East,NA,Mumbai,595,"Kandivali East, Mumbai",1 BHK Flat,NA,"Bhoomi Properties, Bhoomi Valley, Mumbai, 8070000"
292,Ready to Move,NA,Bindra Group,1,15500000,NA,Bindra Apartments,NA,Andheri East,NA,Mumbai,1150,"Andheri East, Mumbai",2 BHK Flat,3500,"Bindra Group, Bindra Apartments, Mumbai, 15500000"
12500,Under Construction,Dec '24,Birla Estates,4,4500000,50000,Birla Vanya,428,Kalyan West,1 Covered,Thane,526,"Kalyan West, Thane",1 BHK Flat,2200,"Birla Estates, Birla Vanya, Thane, 4500000"
12682,Under Construction,Dec '25,Birla Estates,70,9000000,100000,Birla Vanya,815,Kalyan West,"1 Covered, 1 Open",Thane,1050,"Kalyan West, Thane",2 BHK Flat,3200,"Birla Estates, Birla Vanya, Thane, 9000000"
12665,Under Construction,Aug '25,Birla Estates,50,9500000,100000,Birla Vanya,661,Kalyan West,1 Covered,Thane,1000,"Kalyan West, Thane",2 BHK Flat,4500,"Birla Estates, Birla Vanya, Thane, 9500000"
12640,Under Construction,Aug '25,Birla Estates,50,9500000,100000,Birla Vanya,661,Kalyan West,1 Covered,Thane,1000,"Kalyan West, Thane",2 BHK Flat,4500,"Birla Estates, Birla Vanya, Thane, 9500000"
12261,Ready to Move,NA,Blossom Groups,NA,13000000,NA,Blossom Park,NA,Jogeshwari West,NA,Mumbai,750,"Jogeshwari West, Mumbai",1 BHK Flat,NA,"Blossom Groups, Blossom Park, Mumbai, 13000000"
996,Ready to Move,NA,Blue Castle Developer Pvt. Ltd.,NA,17500000,500000,Fiona,465,Versova Marg,NA,Mumbai,750,"Versova Marg, Mumbai",1 BHK Flat,3500,"Blue Castle Developer Pvt. Ltd., Fiona, Mumbai, 17500000"
1326,Ready to Move,NA,Blue Heaven Groups,NA,15000000,NA,New Blue Heaven Apartment,NA,Andheri West,NA,Mumbai,700,"Andheri West, Mumbai",2 BHK Flat,NA,"Blue Heaven Groups, New Blue Heaven Apartment, Mumbai, 15000000"
1642,Ready to Move,NA,Bombay Real Estate Development Company,0,19500000,500000,Viceroy Court,700,"Thakur Village, Kandivali East",1 Open,Mumbai,915,"Thakur Village, Kandivali East, Mumbai",2 BHK Flat,5000,"Bombay Real Estate Development Company, Viceroy Court, Mumbai, 19500000"
5899,Ready to Move,NA,Bombay Realty,10,100000000,10000000,Bombay Dyeing Two ICC,2488,Dadar East,3 Covered,Mumbai,4105,"Dadar East, Mumbai",4 BHK Flat,42296,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 100000000"
5848,Ready to Move,NA,Bombay Realty,0,100000000,5000000,Bombay Dyeing Two ICC,2145,Dadar East,2 Covered,Mumbai,2145,"Dadar East, Mumbai",4 BHK Flat,15000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 100000000"
5949,Ready to Move,NA,Bombay Realty,1,107000000,500000,Bombay Dyeing Two ICC,2146,Dadar TT Circle,3 Covered,Mumbai,NA,"Dadar TT Circle, Mumbai",4 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 107000000"
5911,Ready to Move,NA,Bombay Realty,0,55000000,5500000,Bombay Dyeing Two ICC,1650,Dadar East,2 Covered,Mumbai,2300,"Dadar East, Mumbai",3 BHK Flat,13400,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 55000000"
5942,Ready to Move,NA,Bombay Realty,NA,57000000,NA,Bombay Dyeing Two ICC,1600,Dadar East,NA,Mumbai,1600,"Dadar East, Mumbai",3 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 57000000"
5866,Ready to Move,NA,Bombay Realty,0,57000000,1100000,Bombay Dyeing Two ICC,1600,Dadar East,2 Covered,Mumbai,1840,"Dadar East, Mumbai",3 BHK Flat,25000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 57000000"
5865,Ready to Move,NA,Bombay Realty,25,58000000,1000000,Bombay Dyeing Two ICC,1620,L Tilak Colony,2 Covered,Mumbai,2015,"L Tilak Colony, Mumbai",3 BHK Flat,1,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 58000000"
5905,Ready to Move,NA,Bombay Realty,5,59900000,1000000,Bombay Dyeing Two ICC,1620,Dadar East,2 Covered,Mumbai,NA,"Dadar East, Mumbai",3 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 59900000"
5887,Ready to Move,NA,Bombay Realty,NA,59900000,1000000,Bombay Dyeing Two ICC,1620,Dadar East,1 Covered,Mumbai,NA,"Dadar East, Mumbai",3 BHK Flat,0,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 59900000"
5859,Ready to Move,NA,Bombay Realty,5,60000000,5000000,Bombay Dyeing Two ICC,1600,Dadar East,2 Covered,Mumbai,2800,"Dadar East, Mumbai",3 BHK Flat,35000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 60000000"
5995,Ready to Move,NA,Bombay Realty,4,62000000,5000000,Bombay Dyeing Two ICC,1611,Dadar East,2 Covered,Mumbai,2000,"Dadar East, Mumbai",3 BHK Flat,24,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 62000000"
5912,Under Construction,NA,Bombay Realty,NA,63000000,200000,Bombay Dyeing Two ICC,1611,Dadar East,2 Covered,Mumbai,NA,"Dadar East, Mumbai",3 BHK Flat,12,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 63000000"
5902,Ready to Move,NA,Bombay Realty,8,65000000,900000,Bombay Dyeing Two ICC,1611,Dadar TT Circle,2 Covered,Mumbai,1811,"Dadar TT Circle, Mumbai",3 BHK Flat,18,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 65000000"
5895,Ready to Move,NA,Bombay Realty,0,65000000,2100000,Bombay Dyeing Two ICC,1600,Dadar East,2 Covered,Mumbai,1840,"Dadar East, Mumbai",3 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 65000000"
5997,Ready to Move,NA,Bombay Realty,7,66000000,1100000,Bombay Dyeing Two ICC,1611,Dadar East,2 Covered,Mumbai,2658,"Dadar East, Mumbai",3 BHK Flat,24165,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 66000000"
5833,Ready to Move,NA,Bombay Realty,1,67000000,900000,Bombay Dyeing Two ICC,1611,Dadar East,2 Covered,Mumbai,2340,"Dadar East, Mumbai",3 BHK Flat,16,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 67000000"
5983,Ready to Move,NA,Bombay Realty,NA,69500000,2000000,Bombay Dyeing Two ICC,1943,Dadar East,2 Covered,Mumbai,1943,"Dadar East, Mumbai",4 BHK Flat,30000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 69500000"
5931,Ready to Move,NA,Bombay Realty,2,69900000,2500000,Bombay Dyeing Two ICC,1840,Dadar East,2 Covered,Mumbai,2000,"Dadar East, Mumbai",3 BHK Flat,5,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 69900000"
6017,Ready to Move,NA,Bombay Realty,5,72000000,1100000,Bombay Dyeing Two ICC,2080,Dadar East,2 Covered,Mumbai,2100,"Dadar East, Mumbai",4 BHK Flat,18,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 72000000"
5933,Ready to Move,NA,Bombay Realty,3,72700000,100000,Bombay Dyeing Two ICC,2117,Dadar East,2 Covered,Mumbai,3300,"Dadar East, Mumbai",4 BHK Flat,8,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 72700000"
6037,Ready to Move,NA,Bombay Realty,5,74800000,1100000,Bombay Dyeing Two ICC,2070,Dadar East,2 Covered,Mumbai,2600,"Dadar East, Mumbai",4 BHK Flat,25000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 74800000"
5861,Ready to Move,NA,Bombay Realty,4,74900000,1100000,Bombay Dyeing Two ICC,2070,Dadar East,2 Covered,Mumbai,2600,"Dadar East, Mumbai",4 BHK Flat,25000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 74900000"
6039,Ready to Move,NA,Bombay Realty,2,75000000,1100000,Bombay Dyeing Two ICC,2100,Dadar East,3 Covered,Mumbai,3000,"Dadar East, Mumbai",4 BHK Flat,40000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 75000000"
6012,Ready to Move,NA,Bombay Realty,3,75000000,1100000,Bombay Dyeing Two ICC,1950,Dadar TT Circle,2 Covered,Mumbai,1950,"Dadar TT Circle, Mumbai",3 BHK Flat,17,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 75000000"
6007,Ready to Move,NA,Bombay Realty,3,75000000,1100000,Bombay Dyeing Two ICC,1950,Dadar TT Circle,2 Covered,Mumbai,1950,"Dadar TT Circle, Mumbai",3 BHK Flat,17,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 75000000"
5917,Ready to Move,NA,Bombay Realty,2,75000000,7500000,Bombay Dyeing Two ICC,2070,Dadar East,2 Covered,Mumbai,2948,"Dadar East, Mumbai",4 BHK Flat,0,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 75000000"
5889,Ready to Move,NA,Bombay Realty,2,75000000,2500000,Bombay Dyeing Two ICC,2070,Dadar East,2 Covered,Mumbai,2800,"Dadar East, Mumbai",4 BHK Flat,45000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 75000000"
5832,Ready to Move,NA,Bombay Realty,4,75777000,1100000,Bombay Dyeing Two ICC,1943,Dadar TT Circle,"1 Covered, 3 Open",Mumbai,1943,"Dadar TT Circle, Mumbai",4 BHK Flat,10,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 75777000"
5893,Ready to Move,NA,Bombay Realty,NA,76000000,NA,Bombay Dyeing Two ICC,2100,Dadar East,NA,Mumbai,2100,"Dadar East, Mumbai",4 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 76000000"
5996,Under Construction,Apr '23,Bombay Realty,0,77100000,1100000,Bombay Dyeing Two ICC,2079,Dadar East,2 Covered,Mumbai,3415,"Dadar East, Mumbai",4 BHK Flat,25,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 77100000"
5901,Ready to Move,NA,Bombay Realty,0,77500000,2500000,Bombay Dyeing Two ICC,1943,Dadar East,2 Covered,Mumbai,2500,"Dadar East, Mumbai",4 BHK Flat,30000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 77500000"
5915,Ready to Move,NA,Bombay Realty,12,79000000,15000,Bombay Dyeing Two ICC,2150,Dadar East,3 Covered,Mumbai,3017,"Dadar East, Mumbai",4 BHK Flat,45000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 79000000"
5841,Ready to Move,NA,Bombay Realty,NA,79600000,1000000,Bombay Dyeing Two ICC,2076,Dadar East,NA,Mumbai,2076,"Dadar East, Mumbai",4 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 79600000"
6013,Ready to Move,NA,Bombay Realty,1,79900000,900000,Bombay Dyeing Two ICC,2076,Dadar East,2 Covered,Mumbai,3260,"Dadar East, Mumbai",4 BHK Flat,16,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 79900000"
6008,Ready to Move,NA,Bombay Realty,1,79900000,900000,Bombay Dyeing Two ICC,2076,Dadar East,2 Covered,Mumbai,3260,"Dadar East, Mumbai",4 BHK Flat,16,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 79900000"
5906,Ready to Move,NA,Bombay Realty,5,79900000,1000000,Bombay Dyeing Two ICC,2102,Dadar East,2 Covered,Mumbai,NA,"Dadar East, Mumbai",4 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 79900000"
5867,Ready to Move,NA,Bombay Realty,NA,79900000,1000000,Bombay Dyeing Two ICC,2102,Dadar East,2 Covered,Mumbai,NA,"Dadar East, Mumbai",4 BHK Flat,0,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 79900000"
5856,Ready to Move,NA,Bombay Realty,3,82000000,600000,Bombay Dyeing Two ICC,2050,Dadar East,3 Covered,Mumbai,2300,"Dadar East, Mumbai",4 BHK Flat,20,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 82000000"
5894,Ready to Move,NA,Bombay Realty,3,82500000,1100000,Bombay Dyeing Two ICC,2100,Dadar East,3 Covered,Mumbai,3250,"Dadar East, Mumbai",4 BHK Flat,28000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 82500000"
6019,Ready to Move,NA,Bombay Realty,0,83000000,500000,Bombay Dyeing Two ICC,1950,Dadar East,3 Covered,Mumbai,2352,"Dadar East, Mumbai",4 BHK Flat,25,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 83000000"
5922,Ready to Move,NA,Bombay Realty,2,83000000,5000000,Bombay Dyeing Two ICC,2070,Dadar East,2 Covered,Mumbai,2345,"Dadar East, Mumbai",4 BHK Flat,25000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 83000000"
5839,Ready to Move,NA,Bombay Realty,0,83000000,500000,Bombay Dyeing Two ICC,1950,Dadar East,3 Covered,Mumbai,2352,"Dadar East, Mumbai",4 BHK Flat,25,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 83000000"
6016,Ready to Move,NA,Bombay Realty,25,84700000,500000,Bombay Dyeing Two ICC,1760,Dadar TT Circle,2 Covered,Mumbai,2000,"Dadar TT Circle, Mumbai",4 BHK Flat,25,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 84700000"
6011,Ready to Move,NA,Bombay Realty,25,84700000,500000,Bombay Dyeing Two ICC,1760,Dadar TT Circle,2 Covered,Mumbai,2000,"Dadar TT Circle, Mumbai",4 BHK Flat,25,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 84700000"
5900,Ready to Move,NA,Bombay Realty,400,84700000,500000,Bombay Dyeing Two ICC,2488,Dadar East,2 Covered,Mumbai,3000,"Dadar East, Mumbai",4 BHK Flat,0,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 84700000"
5838,Ready to Move,NA,Bombay Realty,NA,84900000,5000000,Bombay Dyeing Two ICC,2050,Dadar East,2 Covered,Mumbai,2450,"Dadar East, Mumbai",4 BHK Flat,20,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 84900000"
5903,Ready to Move,NA,Bombay Realty,6,85000000,900000,Bombay Dyeing Two ICC,2070,Dadar TT Circle,3 Covered,Mumbai,2207,"Dadar TT Circle, Mumbai",4 BHK Flat,19,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 85000000"
5923,Ready to Move,NA,Bombay Realty,NA,86000000,NA,Bombay Dyeing Two ICC,2076,Dadar East,NA,Mumbai,2400,"Dadar East, Mumbai",4 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 86000000"
5982,Ready to Move,NA,Bombay Realty,15,88500000,500000,Bombay Dyeing Two ICC,2488,Dadar East,2 Covered,Mumbai,NA,"Dadar East, Mumbai",4 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 88500000"
5919,Ready to Move,NA,Bombay Realty,NA,89000000,15,Bombay Dyeing Two ICC,2500,Dadar East,NA,Mumbai,3500,"Dadar East, Mumbai",4 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 89000000"
6032,Ready to Move,NA,Bombay Realty,2,90000000,1000000,Bombay Dyeing Two ICC,2070,Dadar East,3 Covered,Mumbai,2200,"Dadar East, Mumbai",4 BHK Flat,25,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 90000000"
5862,Ready to Move,NA,Bombay Realty,0,90000000,500000,Bombay Dyeing Two ICC,1840,Dadar East,"1 Covered, 1 Open",Mumbai,1980,"Dadar East, Mumbai",3 BHK Flat,NA,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 90000000"
5870,Ready to Move,NA,Bombay Realty,1,92200000,1000000,Bombay Dyeing Two ICC,2100,Dadar East,2 Covered,Mumbai,2345,"Dadar East, Mumbai",4 BHK Flat,1,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 92200000"
5959,Ready to Move,NA,Bombay Realty,3,93500000,1100000,Bombay Dyeing Two ICC,2100,Dadar East,3 Covered,Mumbai,2800,"Dadar East, Mumbai",4 BHK Flat,30000,"Bombay Realty, Bombay Dyeing Two ICC, Mumbai, 93500000"
5885,Ready to Move,NA,Bombay Realty,0,135000000,10000000,Bombay Springs,3200,Dadar East,2 Covered,Mumbai,4200,"Dadar East, Mumbai",4 BHK Flat,18,"Bombay Realty, Bombay Springs, Mumbai, 135000000"
5916,Ready to Move,NA,Bombay Realty,0,160000000,1000000,Bombay Springs,3200,Dadar TT Circle,2 Open,Mumbai,3200,"Dadar TT Circle, Mumbai",4 BHK Flat,65000,"Bombay Realty, Bombay Springs, Mumbai, 160000000"
5981,Ready to Move,NA,Bombay Realty,NA,20500000,NA,Bombay Springs,450,Dadar East,NA,Mumbai,650,"Dadar East, Mumbai",1 BHK Flat,NA,"Bombay Realty, Bombay Springs, Mumbai, 20500000"
5864,Ready to Move,NA,Bombay Realty,1,70000000,1500000,Bombay Springs,2000,Dadar East,2 Covered,Mumbai,2205,"Dadar East, Mumbai",3 BHK Flat,1,"Bombay Realty, Bombay Springs, Mumbai, 70000000"
5918,Ready to Move,NA,Bombay Realty,4,72500000,5000000,Bombay Springs,1980,Dadar East,1 Covered,Mumbai,2000,"Dadar East, Mumbai",3 BHK Flat,30000,"Bombay Realty, Bombay Springs, Mumbai, 72500000"
5939,Under Construction,NA,Bombay Realty,0,105000000,1000000,Island City Center One ICC,2146,AP Narayan Chowk,2 Covered,Mumbai,2146,NA,NA,0,"Bombay Realty, Island City Center One ICC, Mumbai, 105000000"
5888,Ready to Move,NA,Bombay Realty,4,110000000,5000000,Island City Center One ICC,2525,Dadar East,3 Covered,Mumbai,3000,"Dadar East, Mumbai",4 BHK Flat,50000,"Bombay Realty, Island City Center One ICC, Mumbai, 110000000"
5869,Ready to Move,NA,Bombay Realty,NA,57500000,900000,Island City Center One ICC,1646,Dadar East,NA,Mumbai,2234,"Dadar East, Mumbai",3 BHK Flat,40000,"Bombay Realty, Island City Center One ICC, Mumbai, 57500000"
5850,Ready to Move,NA,Bombay Realty,50,62800000,500000,Island City Center One ICC,1955,Dadar TT Circle,1 Covered,Mumbai,2155,"Dadar TT Circle, Mumbai",3 BHK Flat,1,"Bombay Realty, Island City Center One ICC, Mumbai, 62800000"
6036,Ready to Move,NA,Bombay Realty,4,67900000,1100000,Island City Center One ICC,1943,Dadar East,2 Covered,Mumbai,2400,"Dadar East, Mumbai",3 BHK Flat,25000,"Bombay Realty, Island City Center One ICC, Mumbai, 67900000"
5898,Ready to Move,NA,Bombay Realty,4,68000000,500000,Island City Center One ICC,1960,Dadar East,"1 Covered, 1 Open",Mumbai,2280,"Dadar East, Mumbai",3 BHK Flat,5,"Bombay Realty, Island City Center One ICC, Mumbai, 68000000"
6031,Ready to Move,NA,Bombay Realty,4,68800000,500000,Island City Center One ICC,1960,Dadar East,"1 Covered, 1 Open",Mumbai,2230,"Dadar East, Mumbai",3 BHK Flat,5,"Bombay Realty, Island City Center One ICC, Mumbai, 68800000"
5921,Ready to Move,NA,Bombay Realty,0,69000000,500000,Island City Center One ICC,1982,Dadar East,2 Covered,Mumbai,2973,"Dadar East, Mumbai",3 BHK Flat,49000,"Bombay Realty, Island City Center One ICC, Mumbai, 69000000"
5873,Ready to Move,NA,Bombay Realty,3,69300000,1000000,Island City Center One ICC,1900,Dadar TT Circle,2 Covered,Mumbai,3334,"Dadar TT Circle, Mumbai",3 BHK Flat,41000,"Bombay Realty, Island City Center One ICC, Mumbai, 69300000"
5946,Ready to Move,NA,Bombay Realty,NA,69900000,2100000,Island City Center One ICC,1982,Dadar East,NA,Mumbai,NA,"Dadar East, Mumbai",3 BHK Flat,NA,"Bombay Realty, Island City Center One ICC, Mumbai, 69900000"
